DF_INDEX	corpus	lang_prof	xml_file	sent_num	src	tgt	corrected	text_type	line_start	line_end	strat_key
6973	Kolipsi_1_L2	L2	5533_2.xml	3	Ein Jahr ist auf einem Blick gepasst.	Ein Jahr ist auf einem Blick gepasst.	False	opinion	34548	34556	Kolipsi_1_L2_opinion_False
12301	Kolipsi_2	L2	I26_PAN27FED_1.xml	5	Ich habe angewortet dass ich habe die Erhalt und habe ich sie das Zettel und so sie hat gesagt: ah, ok kein Problem, sie können asgehen!	Ich habe angewortet dass ich habe die Erhalt und habe ich sie das Zettel und so sie hat gesagt: Ah, o.k. kein Problem, Sie können ausgehen!	True	picture story	58070	58100	Kolipsi_2_picture story_True
3474	Kolipsi_1_L1	L1	M0172_2.xml	4	Im Meer ist oft schlechte Sicht, sodass man höchstens 5 Meter weit sehen kann.	Im Meer ist oft schlechte Sicht, sodass man höchstens 5 Meter weit sehen kann.	False	opinion	60573	60589	Kolipsi_1_L1_opinion_False
15287	LEONIDE	L2	DE_op_3_57X32A12_108.xml	1	Außerdem währe es gut, jetzt, dass viele Leute nach Italien flüchten, zu wissen was sie sagen und meinen.	Außerdem wäre es gut, jetzt, dass viele Leute nach Italien flüchten, zu wissen was sie sagen und meinen.	True	opinion	24911	24933	LEONIDE_opinion_True
1903	Kolipsi_1_L1	L1	M0095_2.xml	9	Du weißt Ich habe Schwierigkeiten mit so etwas deshalb frage Ich dich, denn als Pilot solltest du wissen, was schöner ist.	Du weißt ich habe Schwierigkeiten mit so etwas deshalb frage ich dich, denn als Pilot solltest du wissen, was schöner ist.	True	opinion	33716	33740	Kolipsi_1_L1_opinion_True
16773	LEONIDE	L2	DE_pic_2_57X33A01_52.xml	1	Die 2 Mädchen hatten höllische Angst.	Die 2 Mädchen hatten höllische Angst.	False	picture story	49812	49819	LEONIDE_picture story_False
16221	LEONIDE	L2	DE_pic_1_57X34A15_4.xml	3	Doch dann fing es an zu Brennen und Papa kugelt aus dem Haus und Max rann hinter her.	Doch dann fing es an zu BRENNEN und Papa kugelt aus dem Haus und Max rann hinter her.	True	picture story	40895	40914	LEONIDE_picture story_True
18151	LEONIDE	L2	DE_pic_3_57Y26A14_113.xml	2	Sie weinen weil der Vater kann nicht mehr zurück kommen.	Sie weinen weil der Vater kann nicht mehr zurückkommen.	True	picture story	71128	71138	LEONIDE_picture story_True
10401	Kolipsi_2	L2	I11_MOR08ALE_2.xml	5	Das wichtigste an dieser Sache, ist aber die realen Freunde nicht zu verlieren.	Das Wichtigste an dieser Sache, ist aber die realen Freunde nicht zu verlieren.	True	opinion	27554	27569	Kolipsi_2_opinion_True
15862	LEONIDE	L2	DE_pic_1_57X32A01_176.xml	3	Er sah sein Sohn Fernseher schauen.	Er sah sein Sohn Fernseher schauen.	False	picture story	34650	34657	LEONIDE_picture story_False
9826	Kolipsi_2	L2	I08_ZUC14MAT_1.xml	3	Am Morgen Maria war in eine Obst- und Gemüseladen, später war sie im Supermarkt.	Am Morgen Maria war in eine Obst- und Gemüseladen, später war sie im Supermarkt.	False	picture story	17785	17801	Kolipsi_2_picture story_False
2062	Kolipsi_1_L1	L1	M0101_1.xml	3	Hier ist alles soweit beim Alten.	Hier ist alles soweit beim Alten.	False	picture story	36356	36363	Kolipsi_1_L1_picture story_False
12385	Kolipsi_2	L2	I29_SAN23DAV_1.xml	9	Maria versuchte sich zu rechtfertigen aber die Kassierer hat sich ein bisschen geärgert.	Maria versuchte sich zu rechtfertigen aber die Kassierer hat sich ein bisschen geärgert.	False	picture story	59423	59437	Kolipsi_2_picture story_False
10024	Kolipsi_2	L2	I10_CEN27ELI_1.xml	7	Sie hat in einer Kasse bezahlt.	Sie hat in einer Kasse bezahlt.	False	picture story	21312	21319	Kolipsi_2_picture story_False
3772	Kolipsi_1_L1	L1	M0187_1.xml	6	Eine knappe Stunde später war sie noch im Supermarkt, um ihren Einkauf zu komplettieren.	Eine knappe Stunde später war sie noch im Supermarkt, um ihren Einkauf zu komplettieren.	False	picture story	65888	65904	Kolipsi_1_L1_picture story_False
16007	LEONIDE	L2	DE_pic_1_57X32A19_3.xml	5	Und das Diktat war nur mehr Asche.	Und das Diktat war nur mehr Asche.	False	picture story	37212	37220	LEONIDE_picture story_False
362	Kolipsi_1_L1	L1	M0024_1.xml	1	Hallo Chantal, Maria ist gestern etwas ganz peinliches passirt.	Hallo Chantal, Maria ist gestern etwas ganz Peinliches passiert.	True	picture story	5974	5985	Kolipsi_1_L1_picture story_True
5492	Kolipsi_1_L2	L2	4453_2.xml	3	Aber wir mussen uns denken, weil wir frei der letzte Woche von Juni haben.	Aber wir müssen uns denken, weil wir frei der letzte Woche von Juni haben.	True	opinion	11258	11274	Kolipsi_1_L2_opinion_True
7755	Kolipsi_1_L2	L2	6328_2.xml	2	Ich bin sehr glükeich war.	Ich bin sehr glücklich war.	True	opinion	46742	46748	Kolipsi_1_L2_opinion_True
3813	Kolipsi_1_L1	L1	M0188_2.xml	10	Oder ruf' mich doch einfach mal die nächsten Tage an.	Oder ruf mich doch einfach mal die nächsten Tage an.	True	opinion	66619	66630	Kolipsi_1_L1_opinion_True
1861	Kolipsi_1_L1	L1	M0094_1.xml	18	Sie hat im einfach den Bon aus dem Obstladen unter die Nase halten.	Sie hat ihm einfach den Bon aus dem Obstladen unter die Nase halten.	True	picture story	32942	32956	Kolipsi_1_L1_picture story_True
2963	Kolipsi_1_L1	L1	M0152_2.xml	2	So schön am Meer, mit weißem Strand, super Essen und in einem tollen Hotel.	So schön am Meer, mit weißem Strand, Superessen und in einem tollen Hotel.	True	opinion	52217	52233	Kolipsi_1_L1_opinion_True
184	Kolipsi_1_L1	L1	M0014_2.xml	10	Vielleicht kannst du mir ja helfen?	Vielleicht kannst du mir ja helfen?	False	opinion	2962	2969	Kolipsi_1_L1_opinion_False
15049	LEONIDE	L2	DE_op_2_57Y27A20_64.xml	2	Mit meine Wörterbuch lernen neue Wörter.	Mit meine Wörterbuch lernen neue Wörter.	False	opinion	20006	20013	LEONIDE_opinion_False
10849	Kolipsi_2	L2	I15_GUE26IME_2.xml	4	Für mich is wichtig an einer Freundschaft, dass man sich hilft und dem anderen nie weh tut, weil ein Freund ist jemand, auf den man sich verlassen kann, mit dem man gerne etwas unternimmt, der einen immer versteht.	Für mich is wichtig an einer Freundschaft, dass man sich hilft und dem anderen nie weh tut, weil ein Freund ist jemand, auf den man sich verlassen kann, mit dem man gerne etwas unternimmt, der einen immer versteht.	False	opinion	34715	34759	Kolipsi_2_opinion_False
5293	Kolipsi_1_L2	L2	4349_2.xml	3	Aber ich möchte ans Meer passieren mein Urlaub.	Aber ich möchte ans Meer passieren mein Urlaub.	False	opinion	8341	8350	Kolipsi_1_L2_opinion_False
12190	Kolipsi_2	L2	I25_TOR30FED_2.xml	3	Internet ist sher wichtig, heute die Welt dreht sich um das Internet.	Internet ist sehr wichtig, heute die Welt dreht sich um das Internet.	True	opinion	56387	56401	Kolipsi_2_opinion_True
2877	Kolipsi_1_L1	L1	M0149_2.xml	4	Ich plane einen Urlaub, aber ich weiß nicht ob Ich in die Berge fahren soll oder ans Meer fahren soll.	Ich plane einen Urlaub, aber ich weiß nicht ob ich in die Berge fahren soll oder ans Meer fahren soll.	True	opinion	50848	50870	Kolipsi_1_L1_opinion_True
16406	LEONIDE	L2	DE_pic_2_57X31A02_56.xml	2	Tara und Sara waren sehr froh.	Tara und Sara waren sehr froh.	False	picture story	43854	43861	LEONIDE_picture story_False
15394	LEONIDE	L2	DE_op_3_57X33A17_110.xml	1	Englisch, weil Englisch spricht man auf die ganze Welt und wenn wir Reisen oder mit jemand der nicht Deutsch und Italienisch kann, dann kann man Englisch sprechen.	Englisch, weil Englisch spricht man auf die ganze Welt und wenn wir reisen oder mit jemand der nicht Deutsch und Italienisch kann, dann kann man Englisch sprechen.	True	opinion	27050	27080	LEONIDE_opinion_True
6956	Kolipsi_1_L2	L2	5494_2.xml	3	Es wurde sehr schön einen Urlaub mit dir zu machen, deswegen stellte ich dir das Problem vor.	Es wurde sehr schön einen Urlaub mit dir zu machen, deswegen stellte ich dir das Problem vor.	False	opinion	34182	34201	Kolipsi_1_L2_opinion_False
6472	Kolipsi_1_L2	L2	5047_1.xml	7	Wenn ist wollte verzahlen aber, das Käuferin hat die andere Tasche von Obsthändler gesehen, und sie hat gemeint dass in Supermarkt genommen hat.	Wenn ist wollte verzahlen aber, das Käuferin hat die andere Tasche von Obsthändler gesehen, und sie hat gemeint dass in Supermarkt genommen hat.	False	picture story	26552	26578	Kolipsi_1_L2_picture story_False
8899	Kolipsi_2	L2	D37_ZAN11ELE_2.xml	5	Mann kann nicht 100% sicher sein, dass er/sie die Wahrheit sagt oder nicht.	Man kann nicht 100% sicher sein, dass er/sie die Wahrheit sagt oder nicht.	True	opinion	2280	2295	Kolipsi_2_opinion_True
8920	Kolipsi_2	L2	D38_LAT12SOF_2.xml	2	Ich bin bewusst geworden, dass ich vom Handy und vom Internet abhängig war und deshalb habe ich entschieden das Handy eine Weile lang wegzulassen.	Ich bin bewusst geworden, dass ich vom Handy und vom Internet abhängig war und deshalb habe ich entschieden das Handy eine Weile lang wegzulassen.	False	opinion	2711	2737	Kolipsi_2_opinion_False
12067	Kolipsi_2	L2	I24_SCA24DAV_2.xml	4	Ich glaube, dass alle oder viele von den Profilen falsch sind oder dass die Person, welche sich vorstellt, schließlich gar nicht die selbe im realen Leben ist.	Ich glaube, dass alle oder viele von den Profilen falsch sind oder dass die Person, welche sich vorstellt, schließlich gar nicht dieselbe im realen Leben ist.	True	opinion	54743	54773	Kolipsi_2_opinion_True
6538	Kolipsi_1_L2	L2	5285_2.xml	4	Leztes Jahr bin ich in den Bergen mit meine Familie gegangen und es war wirklich toll.	Letztes Jahr bin ich in den Bergen mit meine Familie gegangen und es war wirklich toll.	True	opinion	27502	27519	Kolipsi_1_L2_opinion_True
5996	Kolipsi_1_L2	L2	4854_1.xml	8	Dann geht sie an der Kassa, sie möchte zahlen oder die Verkäuferin sagte: Sie muss auch das Obst und die Gemüse zahlen!	Dann geht sie an der Kassa, sie möchte zahlen oder die Verkäuferin sagte: Sie muss auch das Obst und die Gemüse zahlen!	False	picture story	19572	19597	Kolipsi_1_L2_picture story_False
13551	Kolipsi_2	L2	I40_GAB04ROS_1.xml	6	Sie war dort auch um Kartoffeln, Tomaten, Salat, Gürken und Karoten zu kaufen um ihrer Lieblingsspeisen zu kuchen.	Sie war dort auch um Kartoffeln, Tomaten, Salat, Gürken und Karotten zu kaufen um ihrer Lieblingsspeisen zu kochen.	True	picture story	79075	79097	Kolipsi_2_picture story_True
1215	Kolipsi_1_L1	L1	M0064_1.xml	12	So hatte das ganze Mis-verständnis auch etwas lehrreiches für sie.	So hatte das ganze Missverständnis auch etwas Lehrreiches für sie.	True	picture story	21155	21166	Kolipsi_1_L1_picture story_True
9484	Kolipsi_2	L2	I07_BOS13STE_2.xml	4	Für mich du kannst reden mit diese Leute und eine compromix finden.	Für mich du kannst reden mit diese Leute und eine Kompromiss finden.	True	opinion	12470	12483	Kolipsi_2_opinion_True
6026	Kolipsi_1_L2	L2	4855_2.xml	7	Es gibt dort keinen Verkehr und kein Verschmützung.	Es gibt dort keinen Verkehr und kein Verschmutzung.	True	opinion	20016	20025	Kolipsi_1_L2_opinion_True
9921	Kolipsi_2	L2	I09_PIC08CHI_1.xml	6	Sie hat Pasta, Fleisch und auch einigen Dinge für die Kuche, die wir backen wollten genommen wenn sie alles gehabt hatte geht sie zur Kasse um die Dinge zu bezahlen, aber plötzlich war ein Problem.	Sie hat Pasta, Fleisch und auch einigen Dinge für die Kuche, die wir backen wollten genommen wenn sie alles gehabt hatte geht sie zur Kasse um die Dinge zu bezahlen, aber plötzlich war ein Problem.	False	picture story	19591	19630	Kolipsi_2_picture story_False
13377	Kolipsi_2	L2	I39_PRU01AND_2.xml	5	Wie du vorher gesehen hast, du solltest alle Kontakte loschen und neue Freunde kennen lernen.	Wie du vorher gesehen hast, du solltest alle Kontakte löschen und neue Freunde kennen lernen.	True	opinion	76466	76483	Kolipsi_2_opinion_True
8193	Kolipsi_1_L2	L2	7000_1.xml	2	Das Ideal wäre aber auch ans Meer fahren: in Italien haben wir ein sauberes Meer und es gibt viele Städte die viele Dienste bieten.	Das Ideal wäre aber auch ans Meer fahren: In Italien haben wir ein sauberes Meer und es gibt viele Städte die viele Dienste bieten.	True	picture story	53657	53683	Kolipsi_1_L2_picture story_True
16632	LEONIDE	L2	DE_pic_2_57X32A07_49.xml	6	Die Freundinnen ahnten zuerst nichts doch als sie schon ca. 1h 30 min in die falsche richtung laufen entdeckten sie eine aus Metall gebaut Hohle in die sie reingingen um zu schlafen.	Die Freundinnen ahnten zuerst nichts doch als sie schon ca. 1h 30 min in die falsche Richtung laufen entdeckten sie eine aus Metall gebaut Höhle in die sie reingingen um zu schlafen.	True	picture story	47405	47438	LEONIDE_picture story_True
2495	Kolipsi_1_L1	L1	M0131_2.xml	5	Es kann z.B. ein Gewitter auftreten oder im Sommer ein Steins bruch sein oder im Winter Lawinen los gehen.	Es kann z.B. ein Gewitter auftreten oder im Sommer ein Steinbruch sein oder im Winter Lawinen losgehen	True	opinion	44468	44485	Kolipsi_1_L1_opinion_True
8596	Kolipsi_1_L2	L2	7039_2.xml	2	Cirka eine Stunde später ist sie im Supermarkt gegangen, als sie an die Kasse angekommen ist, hat sie wieder bezahlt.	Circa eine Stunde später ist sie im Supermarkt gegangen, als sie an die Kasse angekommen ist, hat sie wieder bezahlt.	True	opinion	60619	60642	Kolipsi_1_L2_opinion_True
13822	Kolipsi_2	L2	I99_BIA01NOE_2.xml	14	Das ist mein Rat für euch, Paul.	Das ist mein Rat für euch, Paul.	False	opinion	83594	83603	Kolipsi_2_opinion_False
1957	Kolipsi_1_L1	L1	M0097_2.xml	15	Am Strand werden wir den ganzen Tag verwöhnt, dass kostet jedoch etwas mehr.	Am Strand werden wir den ganzen Tag verwöhnt, das kostet jedoch etwas mehr.	True	opinion	34625	34640	Kolipsi_1_L1_opinion_True
12923	Kolipsi_2	L2	I37_PER27CAR_1.xml	3	Sie ist bei der Kasse, um zu zahlen, gegangen, aber sie hat seine lieblings Speise vergessen, und sie ist zurück gegangen.	Sie ist bei der Kasse, um zu zahlen, gegangen, aber sie hat seine Lieblingsspeise vergessen, und sie ist zurückgegangen	True	picture story	68560	68583	Kolipsi_2_picture story_True
13171	Kolipsi_2	L2	I38_LOC09GAI_2.xml	6	"Es gibt ein TV-Programm "" Catfish "", das spricht über diese Thema."	"Es gibt ein TV-Programm "" Catfish "", das spricht über diese Thema."	False	opinion	72709	72723	Kolipsi_2_opinion_False
17727	LEONIDE	L2	DE_pic_3_57X32A12_104.xml	10	Jedoch werde ich nie sein liebevolles und runzelnfreies Gesicht vergessen.	Jedoch werde ich nie sein liebevolles und runzelnfreies Gesicht vergessen.	False	picture story	64277	64288	LEONIDE_picture story_False
15418	LEONIDE	L2	DE_op_3_57X34A01_109.xml	6	Es hängt aber alles von dem land ab, was man lernt.	Es hängt aber alles von dem land ab, was man lernt.	False	opinion	27512	27525	LEONIDE_opinion_False
7211	Kolipsi_1_L2	L2	5768_1.xml	8	Wenn es so ist, schreib es mir.	Wenn es so ist, schreib es mir.	False	picture story	38222	38231	Kolipsi_1_L2_picture story_False
11603	Kolipsi_2	L2	I23_CAN19SIL_1.xml	9	Martha war nicht zufrieden, dass Mark und Maria zusammen war, so hat sie an Maria gestreit.	Martha war nicht zufrieden, dass Mark und Maria zusammen war, so hat sie an Maria gestreit.	False	picture story	46517	46536	Kolipsi_2_picture story_False
370	Kolipsi_1_L1	L1	M0024_1.xml	9	Wir konnten nicht vorweisen, dass wir das Gemüse und das Obst vorhergekauft hatten, da Maria die Rechnung vergessen hatte.	Wir konnten nicht vorweisen, dass wir das Gemüse und das Obst vorher gekauft hatten, da Maria die Rechnung vergessen hatte.	True	picture story	6122	6144	Kolipsi_1_L1_picture story_True
4422	Kolipsi_1_L1	L1	M0215_2.xml	7	Am besten reden wir da wahrscheinlich am Telefon drüber, falls dein Telefon also wieder ganz ist, kannst du mich ja anrufen.	Am besten reden wir da wahrscheinlich am Telefon drüber, falls dein Telefon also wieder ganz ist, kannst du mich ja anrufen.	False	opinion	77329	77353	Kolipsi_1_L1_opinion_False
763	Kolipsi_1_L1	L1	M0041_2.xml	15	Und Nadine sagte in der Herberge, in der sie war, war das Preisleistungsverhältnis echt gut.	Und Nadine sagte in der Herberge, in der sie war, war das Preis-Leistungs-Verhältnis echt gut.	True	opinion	13183	13201	Kolipsi_1_L1_opinion_True
6984	Kolipsi_1_L2	L2	5535_1.xml	2	Ich muss dir eine Komische Geschichte erzählen!	Ich muss dir eine komische Geschichte erzählen!	True	picture story	34672	34680	Kolipsi_1_L2_picture story_True
9509	Kolipsi_2	L2	I07_FAB12VER_2.xml	4	Ich habe vielen Freunden im Internet kennen gelernt.	Ich habe vielen Freunden im Internet kennen gelernt.	False	opinion	12864	12873	Kolipsi_2_opinion_False
3178	Kolipsi_1_L1	L1	M0161_2.xml	11	Doch wenn ich ehrlich sein soll, gefiele mir der Strandurlaub besser.	Doch wenn ich ehrlich sein soll, gefiele mir der Strandurlaub besser.	False	opinion	55922	55935	Kolipsi_1_L1_opinion_False
3398	Kolipsi_1_L1	L1	M0169_1.xml	8	Ich habe uns für unseren halb geplanten Urlaub mal etwas in den Bergen, in Österreich, und am Meer, in Spanien, herausgesucht.	Ich habe uns für unseren halb geplanten Urlaub mal etwas in den Bergen, in Österreich, und am Meer, in Spanien, herausgesucht.	False	picture story	59308	59334	Kolipsi_1_L1_picture story_False
11705	Kolipsi_2	L2	I23_EMA20NIC_1.xml	10	So, gehst nie etwas mit Mariza zu kaufen!	So, gehst nie etwas mit Maria zu kaufen!	True	picture story	48359	48369	Kolipsi_2_picture story_True
7010	Kolipsi_1_L2	L2	5538_2.xml	4	Hast du die Führerschein Prüfung schon geschaft?	Hast du die Führerscheinprüfung schon geschafft?	True	opinion	35150	35157	Kolipsi_1_L2_opinion_True
1082	Kolipsi_1_L1	L1	M0060_1.xml	11	Du weisst ja das ich sehr schnell und sehr Rot werde, Aron, und das wurde ich auch Ich sah aus wie eine Tomate oder als ob ich gerade vom Sonnenstudio rausgekommen wäre.	Du weißt ja dass ich sehr schnell und sehr rot werde, Aron, und das wurde ich auch Ich sah aus wie eine Tomate oder als ob ich gerade vom Sonnenstudio rausgekommen wäre.	True	picture story	18687	18722	Kolipsi_1_L1_picture story_True
17097	LEONIDE	L2	DE_pic_2_57X34A11_54.xml	2	Vielleicht haben sie es sich alles nur eingebildet, oder doch nicht.	Vielleicht haben sie es sich alles nur eingebildet, oder doch nicht.	False	picture story	54421	54434	LEONIDE_picture story_False
6229	Kolipsi_1_L2	L2	4959_2.xml	2	Liebe Siegliende Also wo gehen wir dieses Sommer?	Liebe Siegliende Also wo gehen wir dieses Sommer?	False	opinion	22736	22745	Kolipsi_1_L2_opinion_False
3903	Kolipsi_1_L1	L1	M0191_2.xml	12	Aus Erfahrung weiß ich, dass mir Urlaube nach dem zweiten Schema besser gefallen aber ich bin auch gern offen für neues und möchte dir gern die Entscheidung überlassen.	Aus Erfahrung weiß ich, dass mir Urlaube nach dem zweiten Schema besser gefallen aber ich bin auch gern offen für Neues und möchte dir gern die Entscheidung überlassen.	True	opinion	68174	68204	Kolipsi_1_L1_opinion_True
14522	LEONIDE	L2	DE_op_2_57X31A11_57.xml	2	Sie müssen dringend geholfen werden, sonst wird in ihren Land etwas schlechtes passieren.	Sie müssen dringend geholfen werden, sonst wird in ihren Land etwas Schlechtes passieren.	True	opinion	10659	10674	LEONIDE_opinion_True
3267	Kolipsi_1_L1	L1	M0165_1.xml	8	Sie schlenderte über die Straße und als sie den Supermarkt vor sich sah, fiel ihr ein, dass sie noch einiges kaufen musste.	Sie schlenderte über die Straße und als sie den Supermarkt vor sich sah, fiel ihr ein, dass sie noch einiges kaufen musste.	False	picture story	57354	57379	Kolipsi_1_L1_picture story_False
10257	Kolipsi_2	L2	I10_ZOC24CHR_1.xml	5	Sie glaubte das Christine diese Sachen gestohlt hat.	Sie glaubte dass Christine diese Sachen gestohlt hat.	True	picture story	25236	25245	Kolipsi_2_picture story_True
10818	Kolipsi_2	L2	I15_FAS12EST_2.xml	3	Ich denke dass Internet eine große Ressource ist.	Ich denke dass Internet eine große Ressource ist.	False	opinion	34219	34228	Kolipsi_2_opinion_False
14280	LEONIDE	L2	DE_op_1_57X34A16_7.xml	2	Deutsch brauch man den es ist die Hauptsprache in Südtirol.	Deutsch brauch man denn es ist die Hauptsprache in Südtirol.	True	opinion	6988	6999	LEONIDE_opinion_True
17149	LEONIDE	L2	DE_pic_2_57X34A15_54.xml	14	Aufeinmal sahen sie einen Mann zu ihnen kommen und fragte sie ob sie ein Pflaster hätten, denn er hatte sich Verletzt.	Auf einmal sahen sie einen Mann zu ihnen kommen und fragte sie ob sie ein Pflaster hätten, denn er hatte sich verletzt.	True	picture story	55295	55318	LEONIDE_picture story_True
14467	LEONIDE	L2	DE_op_2_56Y25A17_62.xml	3	Bücher lesen ist nicht wichtig weil wenn du bücher liest Lehrnst du nichs weil wenn du die Sprache nicht weißt ist nicht nutzlich.	Bücher lesen ist nicht wichtig weil wenn du Bücher liest lernst du nichts weil wenn du die Sprache nicht weißt ist nicht nützlich.	True	opinion	9507	9531	LEONIDE_opinion_True
13863	Kolipsi_2	L2	I99_GAT05CHI_2.xml	3	Du musst ein Menschkennen, so könntest du zu Beispiel mit dieses Mensch heraus gegangen.	Du musst ein Menschkennen, so könntest du zu Beispiel mit dieses Mensch herausgegangen	True	opinion	84229	84243	Kolipsi_2_opinion_True
5459	Kolipsi_1_L2	L2	4450_1.xml	1	Liebe Angela, Maria, letzte Woche war in eine Obsthändler.	Liebe Angela, Maria, letzte Woche war in eine Obsthändler.	False	picture story	10706	10718	Kolipsi_1_L2_picture story_False
18127	LEONIDE	L2	DE_pic_3_57Y26A05_113.xml	4	Er denkt dass er kann net zurückgehen, denkt er auch dass er müsste im Krieg gehen.	Er denkt dass er kann net zurückgehen, denkt er auch dass er müsste im Krieg gehen.	False	picture story	70765	70783	LEONIDE_picture story_False
18298	LEONIDE	L2	DE_pic_3_77X33A03_106.xml	5	Ich habe ein weisende Kind gesehen und habe sie umgearmt.	Ich habe ein weisende Kind gesehen und habe sie umgearmt.	False	picture story	73357	73368	LEONIDE_picture story_False
11577	Kolipsi_2	L2	I22_GEI28ARM_2.xml	10	Meiner Meinung nach sind virtuelle Freundschaften ein kolossaler Blödsin.	Meiner Meinung nach sind virtuelle Freundschaften ein kolossaler Blödsin.	False	opinion	46025	46035	Kolipsi_2_opinion_False
12577	Kolipsi_2	L2	I35_GIU04REB_2.xml	1	"Lieber Paul, ich habe deinen Brief in der Rubrik "" Persönliche Briefe "" der Zeitung "" Junge Woche "" gelesen und ich möchte meine Meinung äußern."	"Lieber Paul, ich habe deinen Brief in der Rubrik "" Persönliche Briefe "" der Zeitung "" Junge Woche "" gelesen und ich möchte meine Meinung äußern."	False	opinion	62689	62717	Kolipsi_2_opinion_False
11255	Kolipsi_2	L2	I19_LIL18ALV_2.xml	3	Sie haben einen sehr guten Grund warum Sie diesem einigen Social Network gelöscht haben.	Sie haben einen sehr guten Grund warum Sie diesem einigen Social Network gelöscht haben.	False	opinion	40644	40659	Kolipsi_2_opinion_False
2131	Kolipsi_1_L1	L1	M0103_1.xml	2	Maria bezahlte das Gemüse aber vergas den Kassenbon im Laden und ging raus.	Maria bezahlte das Gemüse aber vergaß den Kassenbon im Laden und ging raus.	True	picture story	37790	37804	Kolipsi_1_L1_picture story_True
9443	Kolipsi_2	L2	I06_TOS22LAU_2.xml	10	Nach ein paar Monate ist meine beste Freundin Valentina bei mir gekommt und hat mich gesagt dass dieser Junge seinem Bruder ist: So habe ich nicht mehr mit ihm geschreiben und nicht mehr virtuelle Freundschaften gehabt.	Nach ein paar Monate ist meine beste Freundin Valentina bei mir gekommt und hat mich gesagt dass dieser Junge seinem Bruder ist: So habe ich nicht mehr mit ihm geschreiben und nicht mehr virtuelle Freundschaften gehabt.	False	opinion	11773	11811	Kolipsi_2_opinion_False
15821	LEONIDE	L2	DE_pic_1_57X31A17_2.xml	4	Als Mr. Bean zuruckkam schmiß Moritz die beiden Hefe ins Feuer.	Als Mr. Bean zurückkam schmiß Moritz die beiden Hefte ins Feuer.	True	picture story	33887	33899	LEONIDE_picture story_True
12445	Kolipsi_2	L2	I34_COR21GIO_1.xml	8	Deshalb machte sie noch ein Mal die Straße, die sie nach dem Supermark machte, denn vielleicht hat sie ihn dort verloren.	Deshalb machte sie noch ein Mal die Straße, die sie nach dem Supermarkt machte, denn vielleicht hat sie ihn dort verloren.	True	picture story	60439	60463	Kolipsi_2_picture story_True
8560	Kolipsi_1_L2	L2	7037_1.xml	4	Wan alle Menchen Urlaub machen.	Wenn alle Menschen Urlaub machen.	True	picture story	60140	60146	Kolipsi_1_L2_picture story_True
11853	Kolipsi_2	L2	I23_TRO14VAL_1.xml	6	Während des Einkaufes lief alles gut, aber als sie zur Kasse kam, hat die Verkäuferin angefangen Stress zu machen, wegen dem Obst, weil sie dachte, dass Maria es stehlen wollte.	Während des Einkaufes lief alles gut, aber als sie zur Kasse kam, hat die Verkäuferin angefangen Stress zu machen, wegen dem Obst, weil sie dachte, dass Maria es stehlen wollte.	False	picture story	51373	51409	Kolipsi_2_picture story_False
15605	LEONIDE	L2	DE_op_3_57Y27A20_118.xml	2	Nach der Mittelschule wolle ich im Gymnasium und dann im Univarsität gehen.	Nach der Mittelschule wolle ich im Gymnasium und dann im Universität gehen.	True	opinion	30323	30336	LEONIDE_opinion_True
15227	LEONIDE	L2	DE_op_3_57X32A03_108.xml	5	"Viele Wissenschaftler sagen: "" desto mehr Sprachen kann desto besser ist es. "" Ich glaube dass das richtig ist und das man die Sprache ein mal pro Woche in der Mittelschule lernen muss."	"Viele Wissenschaftler sagen: "" desto mehr Sprachen kann desto besser ist es. "" Ich glaube dass das richtig ist und dass man die Sprache einmal pro Woche in der Mittelschule lernen muss."	True	opinion	23570	23605	LEONIDE_opinion_True
11233	Kolipsi_2	L2	I19_GIG19CHI_1.xml	10	Am nechsten Tag entliesen sie mich.	Am nächsten Tag entließen sie mich.	True	picture story	40382	40389	Kolipsi_2_picture story_True
13462	Kolipsi_2	L2	I40_ANG04GIU_1.xml	2	Ich will dir erzählen was lezte Woche an meine Tante Maria passiert ist!	Ich will dir erzählen was letzte Woche an meine Tante Maria passiert ist!	True	picture story	77975	77989	Kolipsi_2_picture story_True
9340	Kolipsi_2	L2	I06_BER18MIR_2.xml	8	Du muss mit deinen Mitschuler sprechen und also neue Freunden machen.	Du muss mit deinen Mitschüler sprechen und also neue Freunden machen.	True	opinion	9932	9944	Kolipsi_2_opinion_True
17449	LEONIDE	L2	DE_pic_3_57X31A04_107.xml	12	"Sie umarmt ihren Vater, danach schaut sie ihn an und sagt zu ihm: "" Ich habe dich lieb, Vater! """	"Sie umarmt ihren Vater, danach schaut sie ihn an und sagt zu ihm: "" Ich habe dich lieb, Vater! """	False	picture story	59726	59750	LEONIDE_picture story_False
15510	LEONIDE	L2	DE_op_3_57Y25A10_116.xml	1	Mein Traumberuf ist ein Handballspielerin werden oder alle Land besuchen, weil ich andere Stadt wollte sehen.	Mein Traumberuf ist ein Handballspielerin werden oder alle Land besuchen, weil ich andere Stadt wollte sehen.	False	opinion	29103	29121	LEONIDE_opinion_False
11146	Kolipsi_2	L2	I19_DEE01FRA_1.xml	2	Es gab ein Problem an der Kasse, weil die Kassiere dachte dass sie nicht die Banane bezahlen hat.	Es gab ein Problem an der Kasse, weil die Kassiere dachte dass sie nicht die Banane bezahlen hat.	False	picture story	39177	39197	Kolipsi_2_picture story_False
