corpus	lang_prof	xml_file	sent_num	src	tgt	corrected	text_type	line_start	line_end
Kolipsi_1_L2	L2	4473_2.xml	8	Es gibt ein schön Meer, ein warme Sonno, viele Palmen und Glüchlieste Menshen.	Es gibt ein schön Meer, ein warme Sonne, viele Palmen und glücklichste Menschen.	True	opinion	13016	13032
Kolipsi_1_L2	L2	4473_2.xml	9	Die Fishen sind bund nahe das Riff.	Die Fischen sind bunt nahe das Riff.	True	opinion	13033	13041
Kolipsi_1_L2	L2	4473_2.xml	10	Aber das ist eine Idee!	Aber das ist eine Idee!	False	opinion	13042	13048
Kolipsi_1_L2	L2	4473_2.xml	11	Fährst du gern in den Bergen?	Fährst du gern in den Bergen?	False	opinion	13049	13056
Kolipsi_1_L2	L2	4473_2.xml	12	Cortina in Italien ist ein sehr schön Ort zu Sport machen und zu Spas haben, aber Caretina kostet zu viel für mich.	Cortina in Italien ist ein sehr schön Ort zu Sport machen und zu Spaß haben, aber Cortina kostet zu viel für mich.	True	opinion	13057	13081
Kolipsi_1_L2	L2	4473_2.xml	13	In August oder September ist warm.	In August oder September ist warm.	False	opinion	13082	13089
Kolipsi_1_L2	L2	4473_2.xml	14	Also was willst du machen?	Also was willst du machen?	False	opinion	13090	13096
Kolipsi_1_L2	L2	4605_2.xml	1	Brief für meine Freundin Liebe Sanna!	Brief für meine Freundin Liebe Sanna!	False	opinion	13097	13104
Kolipsi_1_L2	L2	4605_2.xml	2	Und was machst du in diese tag?	Und was machst du in diese Tag?	True	opinion	13105	13113
Kolipsi_1_L2	L2	4606_1.xml	1	Dann Maria geht an der Kasse und zhalt das Obst- und Gemuseladen, aber sie der Kassenzettel an der Kasse vergassen hatte.	Dann Maria geht an der Kasse und zahlt das Obst- und Gemüseladen, aber sie der Kassenzettel an der Kasse vergassen hatte.	True	picture story	13114	13137
Kolipsi_1_L2	L2	4606_1.xml	2	Die verkäufer sagte nicht zum Maria.	Die Verkäufer sagte nicht zum Maria.	True	picture story	13138	13145
Kolipsi_1_L2	L2	4606_1.xml	3	Maria bringt seine Obst und Gemuseladen und geht aus beim Obstander.	Maria bringt seine Obst- und Gemüseladen und geht aus beim Obstladen.	True	picture story	13146	13156
Kolipsi_1_L2	L2	4606_1.xml	4	Dass ist was passiert ist!!!	Das ist was passiert ist!!!	True	picture story	13157	13165
Kolipsi_1_L2	L2	4606_2.xml	1	AUFGABENSTELLUNG: EINEN BRIEF SCHREIBEN Liebe Franz!!!	Aufgabenstellung: einen Brief schreiben Liebe Franz!!!	True	opinion	13166	13176
Kolipsi_1_L2	L2	4606_2.xml	2	Ich denke dass in Urlaub ans Meer ist schonste alß Berge.	Ich denke dass in Urlaub ans Meer ist schonste als Berge.	True	opinion	13177	13189
Kolipsi_1_L2	L2	4606_2.xml	3	Die Berge, ist sicher schon aber Meer ist schonste.	Die Berge, ist sicher schön aber Meer ist schönste.	True	opinion	13190	13201
Kolipsi_1_L2	L2	4606_2.xml	4	Vileicht ich denke dass, weil ich in Berge wohnt und ich wolte am Meer gehen.	Vielleicht ich denke das, weil ich in Berge wohnt und ich wollte am Meer gehen.	True	opinion	13202	13219
Kolipsi_1_L2	L2	4606_2.xml	5	Ans Meer ist sehr Kalt und rilassant In die Berge du must spazieren und ist ein Urlaub movimentiert.	Ans Meer ist sehr kalt und rilassant In die Berge du musst spazieren und ist ein Urlaub movimentiert.	True	opinion	13220	13239
Kolipsi_1_L2	L2	4606_2.xml	6	Ans Meer war viele Junge und Madchen zu kennen gelern.	Ans Meer war viele Junge und Mädchen zu kennen gelern.	True	opinion	13240	13251
Kolipsi_1_L2	L2	4606_2.xml	7	In die Berge war auch Junge und Madchen aber nicht so viel.	In die Berge war auch Junge und Mädchen aber nicht so viel.	True	opinion	13252	13265
Kolipsi_1_L2	L2	4606_2.xml	8	Bis ende ich wollte dir sagen dass ich denke im Urlaub ans Meer ist schonste als di Berge.	Bis Ende ich wollte dir sagen dass ich denke im Urlaub ans Meer ist schönste als die Berge.	True	opinion	13266	13285
Kolipsi_1_L2	L2	4607_1.xml	1	Wie immer ging sie am frühen Morgen im Obst und Gemüseladen die frischen Äpfel und Tomaten einkaufen, als sie aber bezahlte und ging, merkte die Verkäuferin, dass Maria den Kassazettel vergessen hatte.	Wie immer ging sie am frühen Morgen im Obst- und Gemüseladen die frischen Äpfel und Tomaten einkaufen, als sie aber bezahlte und ging, merkte die Verkäuferin, dass Maria den Kassazettel vergessen hatte.	True	picture story	13286	13322
Kolipsi_1_L2	L2	4607_1.xml	2	Die Verkäuferin versuchte Maria nachzubrüllen aber Maria war schon weg.	Die Verkäuferin versuchte Maria nachzubrüllen aber Maria war schon weg.	False	picture story	13323	13334
Kolipsi_1_L2	L2	4607_1.xml	3	Eine Stunde später ging unsere Freundin im üblichen Supermarkt, um weitere Nahrungsmittel einzukaufen.	Eine Stunde später ging unsere Freundin im üblichen Supermarkt, um weitere Nahrungsmittel einzukaufen.	False	picture story	13335	13350
Kolipsi_1_L2	L2	4607_1.xml	4	Sie suchte nach ganz genauen Produkten, wie du schon weißt, ist unsere Maria eine sehr präzise und heikle Frau.	Sie suchte nach ganz genauen Produkten, wie du schon weißt, ist unsere Maria eine sehr präzise und heikle Frau.	False	picture story	13351	13373
Kolipsi_1_L2	L2	4607_1.xml	5	Deswegen verbrachte sie sehr viel Zeit im Supermarkt.	Deswegen verbrachte sie sehr viel Zeit im Supermarkt.	False	picture story	13374	13383
Kolipsi_1_L2	L2	4607_1.xml	6	Als sie zur Kassa kam un bezahlen wollte, merkte die Verkäuferin dass Maria in seiner eigenen Tasche Obst u.	Als sie zur Kassa kam und bezahlen wollte, merkte die Verkäuferin dass Maria in seiner eigenen Tasche Obst u.	True	picture story	13384	13405
Kolipsi_1_L2	L2	4607_1.xml	7	Gemüse hatte; natürlich konnte diese Verkäuferin nicht wissen, dass Maria diese Nahrung eine Stunde vorher in einem anderen Geschäft gekauft hatte.	Gemüse hatte; natürlich konnte diese Verkäuferin nicht wissen, dass Maria diese Nahrung eine Stunde vorher in einem anderen Geschäft gekauft hatte.	False	picture story	13406	13430
Kolipsi_1_L2	L2	4607_1.xml	8	Sie fragte also freundliche ob Maria beweisen könne, dass diese Wahren nicht vom Supermarkt reien aber von den Gemüsegeschäft.	Sie fragte also freundliche ob Maria beweisen könne, dass diese Waren nicht vom Supermarkt reien aber von den Gemüsegeschäft.	True	picture story	13431	13452
Kolipsi_1_L2	L2	4607_1.xml	9	Als die Verkäuferin merkte dass Maria keinen Kassazettel hatte, wurde sie sauer und ….	Als die Verkäuferin merkte dass Maria keinen Kassazettel hatte, wurde sie sauer und ….	False	picture story	13453	13469
Kolipsi_1_L2	L2	4607_2.xml	1	Hallo Simon, Heute schreibe ich dir, weil wir uns, dieses Jahr in Sommer einen Urlaub genießen wollten.	Hallo Simon, heute schreibe ich dir, weil wir uns, dieses Jahr in Sommer einen Urlaub genießen wollten.	True	opinion	13470	13491
Kolipsi_1_L2	L2	4607_2.xml	2	Wir müssen uns entscheiden ob wir aufs Meer wollen oder auf den Berg.	Wir müssen uns entscheiden ob wir aufs Meer wollen oder auf den Berg.	False	opinion	13492	13506
Kolipsi_1_L2	L2	4607_2.xml	3	Beide werden uns viele Überaschungen und Abenteuer erleben lassen: Auf dem Berg könnten wir Stunden lang wandern und miteinander über alles sprechen; dann auf einer Hütte uns gemütlich ausruhen und typische südtiroler-Produkte essen.	Beide werden uns viele Überraschungen und Abenteuer erleben lassen: Auf dem Berg könnten wir stundenlang wandern und miteinander über alles sprechen; dann auf einer Hütte uns gemütlich ausruhen und typische Südtiroler Produkte essen.	True	opinion	13507	13542
Kolipsi_1_L2	L2	4607_2.xml	4	Wenn wir immer schönes Wetter haben, dann werden wir auf dem Berg als auch auf den Meer braun.	Wenn wir immer schönes Wetter haben, dann werden wir auf dem Berg als auch auf den Meer braun.	False	opinion	13543	13563
Kolipsi_1_L2	L2	4607_2.xml	5	Am Meer können wir uns auf den Strand von der Sonne „braten“ lassen und dann uns im Wasser abkühlen; an Abend in die bekanntesten Diskotheken gehen und eine Menge Mädchen kennenlernen.	Am Meer können wir uns auf den Strand von der Sonne „braten“ lassen und dann uns im Wasser abkühlen; an Abend in die bekanntesten Diskotheken gehen und eine Menge Mädchen kennenlernen.	False	opinion	13564	13598
Kolipsi_1_L2	L2	4607_2.xml	6	Aus meinen eigenen Erfahrungen, denke ich, hätten wir am Meer sicherlich viel viel Spaß, aber du hast natürlich auch das Recht mitzubestimmen und somit lasse ich die Entscheidung offen.	Aus meinen eigenen Erfahrungen, denke ich, hätten wir am Meer sicherlich viel viel Spaß, aber du hast natürlich auch das Recht mitzubestimmen und somit lasse ich die Entscheidung offen.	False	opinion	13599	13632
Kolipsi_1_L2	L2	4607_2.xml	7	Also, wie gesagt: Ob wir auf den Berg oder aufs Meer fahren, werden wir uns sicher ammüsieren und Spaß haben.	Also, wie gesagt: Ob wir auf den Berg oder aufs Meer fahren, werden wir uns sicher amüsieren und Spaß haben.	True	opinion	13633	13657
Kolipsi_1_L2	L2	4607_2.xml	8	Es gibt in beiden Möglichkeiten viele Vorteile und Möglichkeiten einen fast perfekten Urlaub zu genießen.	Es gibt in beiden Möglichkeiten viele Vorteile und Möglichkeiten einen fast perfekten Urlaub zu genießen.	False	opinion	13658	13674
Kolipsi_1_L2	L2	4608_1.xml	1	Meine Freundin Maria war letzte Woche einkaufen.	Meine Freundin Maria war letzte Woche einkaufen.	False	picture story	13675	13683
Kolipsi_1_L2	L2	4608_1.xml	2	Zuerst kaufte sie in ein Obst- und Gemüse geschäft ein, danach ist sie in Supermarkt gegangen.	Zuerst kaufte sie in ein Obst- und Gemüsegeschäft ein, danach ist sie in Supermarkt gegangen.	True	picture story	13684	13701
Kolipsi_1_L2	L2	4608_1.xml	3	Dort an der Kasse hat sie ein Problem gehabt.	Dort an der Kasse hat sie ein Problem gehabt.	False	picture story	13702	13712
Kolipsi_1_L2	L2	4608_1.xml	4	Sie hat in seine Tasche Brot vergessen und wenn sie raus gangen ist der Alarm hat geläutet.	Sie hat in seine Tasche Brot vergessen und wenn sie raus gangen ist der Alarm hat geläutet.	False	picture story	13713	13731
Kolipsi_1_L2	L2	4608_1.xml	5	So hat die Frau and der Kasse die Polizei angerufen und Maria gestopt.	So hat die Frau an der Kasse die Polizei angerufen und Maria gestoppt.	True	picture story	13732	13746
Kolipsi_1_L2	L2	4608_1.xml	6	Maria hat viel angst gehabt.	Maria hat viel Angst gehabt.	True	picture story	13747	13753
Kolipsi_1_L2	L2	4608_1.xml	7	Die Polizei hat sie viele frage gemacht.	Die Polizei hat sie viele Frage gemacht.	True	picture story	13754	13762
Kolipsi_1_L2	L2	4608_1.xml	8	Maria hat danach den Brot bezahlt und hat sich getschuld mit die Polizei und mit die Verkäuferin.	Maria hat danach den Brot bezahlt und hat sich getschuld mit die Polizei und mit die Verkäuferin.	False	picture story	13763	13781
Kolipsi_1_L2	L2	4608_1.xml	9	Zum Glück Maria ist nicht ins Kommisariat gangen.	Zum Glück Maria ist nicht ins Kommissariat gangen.	True	picture story	13782	13791
Kolipsi_1_L2	L2	4608_1.xml	10	Sie hat einen schlechte Tag gehabt.	Sie hat einen schlechte Tag gehabt.	False	picture story	13792	13799
Kolipsi_1_L2	L2	4608_1.xml	11	Danach Maria ist zu mir gekommen und hat mir alles erzählt, so habe ich heute diese mail an dir geschreibe.	Danach Maria ist zu mir gekommen und hat mir alles erzählt, so habe ich heute diese Mail an dir geschreibe.	True	picture story	13800	13822
Kolipsi_1_L2	L2	4608_2.xml	1	Hallo Jack, ich wollte dir diesen Brief schreiben über unsere Urlaub.	Hallo Jack, ich wollte dir diesen Brief schreiben über unsere Urlaub.	False	opinion	13823	13836
Kolipsi_1_L2	L2	4608_2.xml	2	In Maldive ist ein wünderschone Sonne mit ein ganz blaue Meer.	In Malediven ist ein wunderschöne Sonne mit ein ganz blaue Meer.	True	opinion	13837	13849
Kolipsi_1_L2	L2	4608_2.xml	3	In nacht sind dort Dikotecken und Pubs wo tanzen gehen können.	In Nacht sind dort Diskotheken und Pubs wo tanzen gehen können.	True	opinion	13850	13862
Kolipsi_1_L2	L2	4608_2.xml	4	In den Bergen in Schweiz ist die Sonne mit ein bischen Wind.	In den Bergen in Schweiz ist die Sonne mit ein bischen Wind.	False	opinion	13863	13876
Kolipsi_1_L2	L2	4608_2.xml	5	Dort können wir klettern oder am See gehen.	Dort können wir klettern oder am See gehen.	False	opinion	13877	13886
Kolipsi_1_L2	L2	4608_2.xml	6	Ich weißt nicht wo ich gehen will.	Ich weißt nicht wo ich gehen will.	False	opinion	13887	13895
Kolipsi_1_L2	L2	4608_2.xml	7	Villeicht am Meer oder villeicht in die Bergen.	Vielleicht am Meer oder vielleicht in die Bergen.	True	opinion	13896	13905
Kolipsi_1_L2	L2	4608_2.xml	8	Was deckst du über unser Urlaub?	Was denkst du über unser Urlaub?	True	opinion	13906	13913
Kolipsi_1_L2	L2	4608_2.xml	9	Ich wollte am Meer gehen mit die schöne Strandt und die Pubs aber auch der relax und die Seen von Schweiz.	Ich wollte am Meer gehen mit die schöne Strand und die Pubs aber auch der relax und die Seen von Schweiz.	True	opinion	13914	13936
Kolipsi_1_L2	L2	4608_2.xml	10	Ich warte an deine Antwort.	Ich warte an deine Antwort.	False	opinion	13937	13943
Kolipsi_1_L2	L2	4610_1.xml	1	Maria konnte nicht beweisen dass sie Obst und Gemüse schon beim Obsthändler gekauft hatte.	Maria konnte nicht beweisen dass sie Obst und Gemüse schon beim Obsthändler gekauft hatte.	False	picture story	13944	13959
Kolipsi_1_L2	L2	4610_1.xml	2	Die Kassiererin hat die Polizei angerufen und Maria musste im Polizeiamt warten bis der Obsthändler angetrokommen ist und sie musste auch 109 € Strafzettel bezahlen.	Die Kassiererin hat die Polizei angerufen und Maria musste im Polizeiamt warten bis der Obsthändler angetrokommen ist und sie musste auch 109 € Strafzettel bezahlen.	False	picture story	13960	13986
Kolipsi_1_L2	L2	4610_1.xml	3	Ab heute wird Maria immer acht geben, dass sie den Kassazettel mitnimmt.	Ab heute wird Maria immer achtgeben, dass sie den Kassazettel mitnimmt.	True	picture story	13987	14000
Kolipsi_1_L2	L2	4610_1.xml	4	Und die Anderen auch, weil sie heute nur Brot und Aufschnitt zu mittag gepessen haben	Und die Anderen auch, weil sie heute nur Brot und Aufschnitt zu Mittag gegessen haben	True	picture story	14001	14017
Kolipsi_1_L2	L2	4610_2.xml	1	Aufgabe 2: Urlaub in den Bergen oder am Meer Liebe Lisa, du hast keine Ahnung wie suff und müde ich von der Schule und vom Winter bin.	Aufgabe 2: Urlaub in den Bergen oder am Meer Liebe Lisa, du hast keine Ahnung wie stuff und müde ich von der Schule und vom Winter bin.	True	opinion	14018	14048
Kolipsi_1_L2	L2	4610_2.xml	2	Ich freue mich schon auf die Ferien.	Ich freue mich schon auf die Ferien.	False	opinion	14049	14057
Kolipsi_1_L2	L2	4610_2.xml	3	Ich muss aber eine wichtige Entscheidung treffen: soll ich am Meer oder in den Bergen meine freie Tage verbringen.	Ich muss aber eine wichtige Entscheidung treffen: Soll ich am Meer oder in den Bergen meine freie Tage verbringen.	True	opinion	14058	14079
Kolipsi_1_L2	L2	4610_2.xml	4	Wie du weißt liebe ich schwimmen, strand, sonne und die ruhe und tiefe des Meeres.	Wie du weißt liebe ich schwimmen, Strand, Sonne und die Ruhe und Tiefe des Meeres.	True	opinion	14080	14098
Kolipsi_1_L2	L2	4610_2.xml	5	Aber ich mag auch Sport, frische Luft und die schönen Landschaften der Berge.	Aber ich mag auch Sport, frische Luft und die schönen Landschaften der Berge.	False	opinion	14099	14114
Kolipsi_1_L2	L2	4610_2.xml	6	In beiden werde ich entspannen, spaß haben, neue Leute kennenlernen und die Ferien genießen.	In beiden werde ich entspannen, Spaß haben, neue Leute kennenlernen und die Ferien genießen.	True	opinion	14115	14132
Kolipsi_1_L2	L2	4610_2.xml	7	Preislich gibt es auch nicht Unterschiede.	Preislich gibt es auch nicht Unterschiede.	False	opinion	14133	14140
Kolipsi_1_L2	L2	4610_2.xml	8	Deswegen fällt mir die Entscheidung schwer.	Deswegen fällt mir die Entscheidung schwer.	False	opinion	14141	14148
Kolipsi_1_L2	L2	4610_2.xml	9	Letztes Jahr war ich in Spanien und es war perfekt.	Letztes Jahr war ich in Spanien und es war perfekt.	False	opinion	14149	14160
Kolipsi_1_L2	L2	4610_2.xml	10	Die Leuten sind nett, das Essen gut und eine Menge stimmung!?!	Die Leuten sind nett, das Essen gut und eine Menge Stimmung!?!	True	opinion	14161	14176
Kolipsi_1_L2	L2	4610_2.xml	11	Ich glaube also dass ich wieder ans Meer fahren werde, auch weil ich in den Bergen lebe ist es sinnvoller einige Wochen am Strand verbringen.	Ich glaube also dass ich wieder ans Meer fahren werde, auch weil ich in den Bergen lebe ist es sinnvoller einige Wochen am Strand verbringen.	False	opinion	14177	14204
Kolipsi_1_L2	L2	4610_2.xml	12	Natürlich kannst du mitfahren wenn du lust hast.	Natürlich kannst du mitfahren wenn du Lust hast.	True	opinion	14205	14214
Kolipsi_1_L2	L2	4611_1.xml	1	Jetzt muss ich etwas erzählen.	Jetzt muss ich etwas erzählen.	False	picture story	14215	14221
Kolipsi_1_L2	L2	4611_1.xml	2	Heute ist Maria in ein Gescheft gegangen.	Heute ist Maria in ein Geschäft gegangen.	True	picture story	14222	14230
Kolipsi_1_L2	L2	4611_1.xml	3	Sie hat viel Obst gekauft, weil ihr schmeckt.	Sie hat viel Obst gekauft, weil ihr schmeckt.	False	picture story	14231	14241
Kolipsi_1_L2	L2	4611_1.xml	4	Danach hat auch ein sehr gutes Brot gekaut für ihre Mutter, und hat auh der Banken der Kassenzettel Später ist im Supermarkt gegangen.	Danach hat auch ein sehr gutes Brot gekauft für ihre Mutter, und hat auch der Banken der Kassenzettel Später ist im Supermarkt gegangen.	True	picture story	14242	14267
Kolipsi_1_L2	L2	4611_1.xml	5	Sie schaut was ihr braucht, und bringt alles zu die Kassa.	Sie schaut was ihr braucht, und bringt alles zu die Kassa.	False	picture story	14268	14281
Kolipsi_1_L2	L2	4611_1.xml	6	Wenn zu die Kassa ist, zahlt sie mit der Bankomat.	Wenn zu die Kassa ist, zahlt sie mit der Bankomat.	False	picture story	14282	14294
Kolipsi_1_L2	L2	4611_1.xml	7	Die Verkäuferin sieht aber etwas dass sie nicht bezahlt hat.	Die Verkäuferin sieht aber etwas dass sie nicht bezahlt hat.	False	picture story	14295	14306
Kolipsi_1_L2	L2	4611_1.xml	8	Maria sagt aber dass sie beim Obst- und Gemüseladen gekauft hat; aber die Verkäuferin glabt ihr nich und ruft die Polizei.	Maria sagt aber dass sie beim Obst- und Gemüseladen gekauft hat; aber die Verkäuferin glaubt ihr nicht und ruft die Polizei.	True	picture story	14307	14330
Kolipsi_1_L2	L2	4611_1.xml	9	Sie ist durch die ganze Stadt schnell geloffen und die Polizei hat sie nicht mehr gefunden.	Sie ist durch die ganze Stadt schnell geloffen und die Polizei hat sie nicht mehr gefunden.	False	picture story	14331	14348
Kolipsi_1_L2	L2	4611_1.xml	10	Aber ich glaube dass die Polizei sucht ihr noch, weil bei mir zu Hause gekommen.	Aber ich glaube dass die Polizei sucht ihr noch, weil bei mir zu Hause gekommen.	False	picture story	14349	14366
Kolipsi_1_L2	L2	4611_1.xml	11	Jetzt ist Maria in meine Küche, Hans was solle ich machen?	Jetzt ist Maria in meine Küche, Hans was solle ich machen?	False	picture story	14367	14380
Kolipsi_1_L2	L2	4612_1.xml	1	Ach ja, ich habe vergessen dir ihr Name zu sagen, sie hieß Maria und war wunderschön.	Ach ja, ich habe vergessen dir ihr Name zu sagen, sie hieß Maria und war wunderschön.	False	picture story	14381	14400
Kolipsi_1_L2	L2	4612_1.xml	2	Wir kauften zusammen ein und sie half mir beim wählen der Produkte, sie war eine sehr große Hilfe.	Wir kauften zusammen ein und sie half mir beim Wählen der Produkte, sie war eine sehr große Hilfe.	True	picture story	14401	14421
Kolipsi_1_L2	L2	4612_1.xml	3	Ich warte auf deine Antwort.	Ich warte auf deine Antwort.	False	picture story	14422	14428
Kolipsi_1_L2	L2	4612_2.xml	1	Lieber Enoli, wie geht es dir?	Lieber Enoli, wie geht es dir?	False	opinion	14429	14437
Kolipsi_1_L2	L2	4612_2.xml	2	Ich schreibe dir dieses Brief um dich zu errinern dass wir dieses Sommer zusammen verbringen werden.	Ich schreibe dir dieses Brief um dich zu erinnern dass wir dieses Sommer zusammen verbringen werden.	True	opinion	14438	14455
Kolipsi_1_L2	L2	4612_2.xml	3	Ich denke dass du das nicht vergessen hast weil dieses Sommer wird für uns ein sehr schöner Sommer.	Ich denke dass du das nicht vergessen hast weil dieses Sommer wird für uns ein sehr schöner Sommer.	False	opinion	14456	14475
Kolipsi_1_L2	L2	4612_2.xml	4	Aber es gibt ein Problem, wir müssen uns noch entscheiden wo wir den Urlaub verbringen wollen.	Aber es gibt ein Problem, wir müssen uns noch entscheiden wo wir den Urlaub verbringen wollen.	False	opinion	14476	14494
Kolipsi_1_L2	L2	4612_2.xml	5	Es gibt Zwei möglichkeiten: wir können den Urlaub in den Bergen verbringen oder wir können sie beim Meer verbringen.	Es gibt zwei Möglichkeiten: wir können den Urlaub in den Bergen verbringen oder wir können sie beim Meer verbringen.	True	opinion	14495	14516
Kolipsi_1_L2	L2	4612_2.xml	6	Jetzt werde ich dir einbischen von den Gemeinsamkeiten und der Unterschied erzählen.	Jetzt werde ich dir ein bisschen von den Gemeinsamkeiten und der Unterschied erzählen.	True	opinion	14517	14530
Kolipsi_1_L2	L2	4612_2.xml	7	Wen wir uns entscheiden in die Berge zu fahren, dann können wir auf der saubere Luft, auf eine tolle Landschaft und auf der Sonne.	Wen wir uns entscheiden in die Berge zu fahren, dann können wir auf der saubere Luft, auf eine tolle Landschaft und auf der Sonne.	False	opinion	14531	14558
Kolipsi_1_L2	L2	4612_2.xml	8	Aber wenn wir ans Meer fahren konnen wir auch ein gute Luft genießen, aber am besten können wir die Sonne genießen.	Aber wenn wir ans Meer fahren können wir auch ein gute Luft genießen, aber am besten können wir die Sonne genießen.	True	opinion	14559	14582
Kolipsi_1_L2	L2	4612_2.xml	9	Schreib mir zuruck und schreib mir deine Ideen über den Sommer.	Schreib mir zurück und schreib mir deine Ideen über den Sommer.	True	opinion	14583	14595
Kolipsi_1_L2	L2	4613_2.xml	1	Ich schreibe dir diese Brief, weil ich noch nicht sicher bin, ob ich lieber in die Berge oder lieber ans meer fahren sollen.	Ich schreibe dir diese Brief, weil ich noch nicht sicher bin, ob ich lieber in die Berge oder lieber ans Meer fahren sollen.	True	opinion	14596	14622
Kolipsi_1_L2	L2	4613_2.xml	2	In die Berge, ist sehr schön zu fahren, weil da, die Natur ist, und frisch ist in die Berge, der Wetter ist fast immer schön.	In die Berge, ist sehr schön zu fahren, weil da, die Natur ist, und frisch ist in die Berge, der Wetter ist fast immer schön.	False	opinion	14623	14654
Kolipsi_1_L2	L2	4613_2.xml	3	In die Berge, kannst du auch in die Natur spazierengehen, aber ich weiss noch nicht ob ich in die Berge fahren soll, weil auch der Meer schön ist.	In die Berge, kannst du auch in die Natur spazieren gehen, aber ich weiß noch nicht ob ich in die Berge fahren soll, weil auch der Meer schön ist.	True	opinion	14655	14687
Kolipsi_1_L2	L2	4613_2.xml	4	ans Meer aber ist sehr schön, weil da der Strand gibt und scheint immer die Sonne und immer warm ist.	Ans Meer aber ist sehr schön, weil da der Strand gibt und scheint immer die Sonne und immer warm ist.	True	opinion	14688	14710
Kolipsi_1_L2	L2	4613_2.xml	5	Zwischen Bergen und Meer sind Unterschiede, weil die Bergen sind sehr hoch und sehr frisch ist aber ans Meer sehr warm ist.	Zwischen Bergen und Meer sind Unterschiede, weil die Bergen sind sehr hoch und sehr frisch ist aber ans Meer sehr warm ist.	False	opinion	14711	14735
Kolipsi_1_L2	L2	4613_2.xml	6	Ich glaube dass ich meer entscheide, weil für mich schöner ist.	Ich glaube dass ich Meer entscheide, weil für mich schöner ist.	True	opinion	14736	14749
Kolipsi_1_L2	L2	4615_1.xml	1	Hallo Hellmuth, heute habe ich 4 geschichte gesehen, ich erzehle dir die geschichte: In die erste geschichte, ist eine Frau, sie heißt Maria und ist in eine Obsthändler, sie hat eine Salat in die Hand, an seine rechts sind viele Salate und an seine links sind viele andere gemüse.	Hallo Hellmuth, heute habe ich 4 Geschichte gesehen, ich erzähle dir die Geschichte: In die erste Geschichte, ist eine Frau, sie heißt Maria und ist in eine Obsthändler, sie hat eine Salat in die Hand, an seine rechts sind viele Salate und an seine links sind viele andere Gemüse.	True	picture story	14750	14807
Kolipsi_1_L2	L2	4615_1.xml	2	In die zweite geschicht, ist nochmal Maria, sie hat die gemüse das hat eingekaufen gezahlen, und inter sich eine andere Frau.	In die zweite Geschichte, ist nochmal Maria, sie hat die Gemüse das hat eingekaufen gezahlen, und hinter sich eine andere Frau.	True	picture story	14808	14833
Kolipsi_1_L2	L2	4615_1.xml	3	In die vierte geschicht, das letzte, Maria ist an die Kasse und die Verkeuferin ist sehr gehärgert mit Maria, aber ich weisses nicht für was.	In die vierte Geschichte, das letzte, Maria ist an die Kasse und die Verkäuferin ist sehr geärgert mit Maria, aber ich weiß es nicht für was.	True	picture story	14834	14863
Kolipsi_1_L2	L2	4615_2.xml	1	Liebe Hans, Ich wille mit dir eine Urlaub machen, aber ich bin nicht sicher wo fahren, in Berg?	Liebe Hans, Ich wille mit dir eine Urlaub machen, aber ich bin nicht sicher wo fahren, in Berg?	False	opinion	14864	14886
Kolipsi_1_L2	L2	4615_2.xml	2	Am Meer ist sehr schön, weil do sind viele personen, ist viel warm und danach am Meer wir können viel freundin kennenlernen, weil am Meer ist viel nacht leben, aber auch am Berg ist sehr sehr schön, weil am Berg gehen nicht viele personen führ eine Urlaub, und so wir können habe unsere komoditet.	Am Meer ist sehr schön, weil da sind viele Personen, ist viel warm und danach am Meer wir können viel Freundin kennenlernen, weil am Meer ist viel Nachtleben, aber auch am Berg ist sehr sehr schön, weil am Berg gehen nicht viele Personen für eine Urlaub, und so wir können habe unsere komoditet.	True	opinion	14887	14947
Kolipsi_1_L2	L2	4616_1.xml	1	Mit der Schule ist alles in ordnung?	Mit der Schule ist alles in Ordnung?	True	picture story	14948	14956
Kolipsi_1_L2	L2	4616_1.xml	2	Ich will dir erzählen, was in Maria passiert ist.	Ich will dir erzählen, was in Maria passiert ist.	False	picture story	14957	14968
Kolipsi_1_L2	L2	4616_1.xml	3	Meine Freundin Maria war letzte Woche einkaufen.	Meine Freundin Maria war letzte Woche einkaufen.	False	picture story	14969	14977
Kolipsi_1_L2	L2	4616_1.xml	4	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	Sie kaufte zuerst in einem Obst- und Gemüseladen ein.	False	picture story	14978	14988
Kolipsi_1_L2	L2	4616_1.xml	5	Dann sie hat ein Kafee getrunken.	Dann sie hat ein Kaffee getrunken.	True	picture story	14989	14996
Kolipsi_1_L2	L2	4616_1.xml	6	Sie hat diese Kafee getrunken in unsere Lieblingsbar: "Splash Kafee".	Sie hat diese Kaffee getrunken in unsere Lieblingsbar: "Splash Kafee".	True	picture story	14997	15011
Kolipsi_1_L2	L2	4616_1.xml	7	Da der Kafee ist sehr sehr gut.	Da der Kaffee ist sehr sehr gut.	True	picture story	15012	15020
Kolipsi_1_L2	L2	4616_1.xml	8	Du solltest kommen einmahl mit uns.	Du solltest kommen einmal mit uns.	True	picture story	15021	15028
Kolipsi_1_L2	L2	4616_1.xml	9	Eine Stunde später war sie im Supermarkt.	Eine Stunde später war sie im Supermarkt.	False	picture story	15029	15037
